username;location;tweet_text;created_at;retweets;likes;language;Foreigner
KH82865104;Deutschland ;dg16593 BirgitKelle polizeiberlin Am 0301 habe ich mit einem Polizisten ber geredet und er hat genau diesen Satz gesagt den ich im ersten Post geschrieben habe Wir haben nicht ber Grnde geredet Er sagte noch in Berlin wre das normal was bei uns in Bayreuth unmglich wre;09.01.25 12:36;0;0;de;NO
KlartextRM;no_location;Immer wenn du denkst die Wahrheit siegt am Ende doch kommt irdendwo ein Systemling daher und macht jagt auf die welche der Wahrheit sprechen;09.01.25 09:16;1;0;de;NO
KontraA64;no_location;Ich hoffe das das 20252026 verboten ist;07.01.25 09:04;0;0;de;NO
Krampfader15188;no_location;Sag Bye zu Krampfadern Entdecke das ungewhnliche Mittel das berrascht und wirkt Erlebe gesunde Beine;08.01.25 18:27;0;0;de;NO
Krampfader26429;no_location;Entdecken Sie das geheime Wundermittel gegen Krampfadern berraschen Sie sich selbst mit wirksamen Ergebnissen;08.01.25 19:24;0;0;de;NO
Krampfader33112;no_location;Entdecken Sie das erstaunliche Geheimnis gegen Krampfadern Unser innovatives Mittel berrascht mit wirkungsvoller Hilfe Jetzt ausprobieren;08.01.25 19:13;0;0;de;NO
Krampfader43765;no_location;Entdecke das Geheimnis gegen Krampfadern Unsere innovative Lsung wirkt schnell und effektiv berzeuge dich selbst;08.01.25 18:40;0;0;de;NO
Krampfader60870;no_location;Entdecken Sie das berraschende Geheimnis gegen Krampfadern Ein effektives Mittel das Ihre Beine befreit Jetzt mehr erfahren;08.01.25 19:13;0;0;de;NO
kundry1983;Frankfurt;Lachen verndert alles via YouTube;09.01.25 00:42;0;0;de;NO
LabetzkeMichael;Bremerhaven;Angesichts ber einer Million Unterzeichnerinnen ist klar Das Bllerverbot muss kommen Und kommt mir nicht mit Tradition oder anderen Ausreden Petition DieGruenen PolizeiGruen BDKBund GdPPresse;05.01.25 18:44;1;4;de;NO
LaLobaHH63;Hamburg;Bei uns in der Umgebung wohnen viele verschiedene Kulturen Die jungen sind meist in Gruppen unterwegs Die n sind dabei meist in der Unterzahlt passen sich den Mnnern mit MiHiGru an bernehmen deren AnsichtenVerhalten Das ist nicht immer gut;08.01.25 12:25;0;0;de;NO
Lana_Grace_18;no_location;Gute Idee;06.01.25 17:37;0;7;de;NO
LandesEchoPrag;Prague;Im Gegensatz zu Deutschland gab es keine Toten aber auch in Tschechien verletzten sich Menschen durch Bller in der Silvesternacht zum Teil schwer Die Luftverschmutzung durch Pyrotechnik sprengte alle Rekorde;04.01.25 20:19;0;0;de;YES
Leo_Deutscher;Deutschland 🇩🇪;MOIN Habts ein schnes 1 Wochenende 2025 nach diesem etwas unschnen Start ins neue Jahr nein danke;04.01.25 11:11;0;0;de;NO
Leo_nie_Bruder;Lateinamerika ist auch schön;FrauHodl GdPHauptstadt dpa Tagesspiegel tagesschau ZDF FunkeBerlin WELTAMSONNTAG RTLcom sat1 berlinerzeitung SZ macht sich unfreiwillig zum einer en Agenda ist nicht das Problem sondern in den Hnden der der Das wird Ihre nicht morgen nutzen sie evtl bereits schwere Abhilfe geht anders;05.01.25 16:11;0;4;de;NO
Leo83084272;no_location;via YouTube Ich distzanziere mich explizit von dem Kanal der anscheinend der AFD zugewendet ist;04.01.25 10:51;0;1;de;NO
levlupde;Göttingen;Immer eine gute Alternative;09.01.25 14:57;0;3;de;NO
lieberHeinrich;no_location;PurgeDay in;08.01.25 17:32;0;0;en;NO
LINKE_KV_OF;no_location;Die Forderung nach einem unbezahlten ersten Krankheitstag ist eine Frechheit und Teil des Klassenkampfs von oben Wenn ihr nach unten tretet boxen wir nach oben;09.01.25 10:35;3;7;de;NO
Lodenstwitt;Ore Mountains;Also ich frage mich schon wie die da hin gekommen ist bei der in niemand sonst Lag die in der oder im zur Das wird irgendwie gar nicht besprochen;08.01.25 23:11;1;2;de;NO
LotharUlsamer;Esslingen, Baden-Württemberg;Das SilvesterRitual Tote Verletzte Brnde verngstigte Tiere Feinstaub Politik drckt sich um ein Bllerverbot;05.01.25 17:44;0;0;de;NO
LSJonline;Bayern;Mit ber einer Million gesammelten Unterschriften hat der Vorsto fr ein Bllerverbot bereits groe Resonanz gefunden Alles dazu in den Nachrichten im LSJonlineMittagsmagazin;06.01.25 12:00;0;0;de;NO
lud_nrw;NRW / Germany;Die SALTED die die Welt beenden knnte;03.01.25 15:34;0;1;de;NO
lufticus;Immer bei Dir;MOstermann Es ist keine Lsung aber wir kommen nicht umhin die Polizei vorerst zu schtzen Das Problem als solches ist ein multiethnischer Konflikt der zum Krieg fhren kann Deswegen braucht man unbedingt eine prakmatische Regierung welche die Gefahr erkennt und bannen kann;07.01.25 07:50;0;1;de;NO
M4xPeen;no_location;Welten zwischen und Schlimmster Datenleak seit der Bekanntgabe der Vornamen vom Sylter Sngerverein;09.01.25 20:50;0;1;de;NO
M4zzing4;🎥 in Macht deiner Gedanken 🎥;ngste loslassen Entdecke wahre Strke und Freiheit;09.01.25 07:51;0;0;de;NO
MacChillB;Berlin;will das der Staat alles regelt kein individuelles Recht auf mehr nur noch der Staat darf dann Feuerwerk machen SOZIALISMUS IST SCHEISSE;08.01.25 07:18;0;0;de;NO
Madame1963;Thüringen;Ah Scholz findet also dass Tierleid Umweltverschmutzung Lrmbelstigung und Verletzungen durch Bller komisch sind Fr mich sind das schwerwiegende Argumente fr ein Verbot Aber was wei ich schon;05.01.25 16:28;0;0;de;NO
mahmoud_hamdy45;no_location;Explore Abu Dhabis rich traditions and modern vision with the Department of Culture and Tourism at AIM Congress 2025;06.01.25 08:42;0;0;en;NO
MarcelAuermann;Berlin;um Zentrale auf;08.01.25 11:59;0;0;de;NO
marillion13;Baden-Württemberg, D;Ich hab auch die Petition von der Umwelthilfe bereits unterzeichnet und auf X und Quora gepostet erschrecken Haus und Wildtiere und verursachen eine Menge Aussto DasErste Bundeskanzler;06.01.25 13:05;1;1;de;NO
marillion13;Baden-Württemberg, D;von wer wie ich kein Handy hat kann hier ber ein abstimmen Ich wre dafr in vielen anderen Lndern ist privates strikt verboten DasErste;06.01.25 13:02;1;1;de;NO
Marion144581840;no_location;Schon ber 450000 Stimmen fr ein;03.01.25 23:20;0;1;de;NO
massageportal24;Basel Schweiz;Massageportal24 Anbieter Eintrag erstellen usw;09.01.25 19:33;0;0;de;YES
MaxeBauman8205;Deutschland;schlgt vor zu dafr zentralegesteuerte zu ttigenUnd wieder diktiert unser ffentliches Leben Jahrzehntelang ging Silvester gutSeit paar Jahren nicht mehr;08.01.25 12:35;0;0;de;NO
MaximLitwinow;Dresden;Wenn es so eng steht kann es schon mal vorkommen dass zu Silvester beim kein mehr fr brig ist Man spart um am 0905 etwas Butter auf dem Tisch zu haben;06.01.25 14:46;0;0;de;NO
MichaPfahl;Germany;Gesundheitsfachkrfte Tauchen Sie in die Welt der TraumaYogatherapie ein und entdecken Sie wie Yoga und Traumatherapie zusammenarbeiten knnen um Heilung und Wohlbefinden zu frdern;09.01.25 17:31;0;0;de;NO
MiGAZIN;Germany;Polizei soll an rechtes Medium durchgestochen haben Ausschreitungen und BllerExzesse in der Silvesternacht sorgen jedes Jahr fr Diskussionen Diesmal sorgt sie bei der fr Unruhe Hier lesen;09.01.25 21:00;0;1;de;NO
Migrantengewalt;no_location;ulfposh Kein hat einen oder von alleine angegriffen auch nie ein alleine So als fr grne Kleinsthirne;06.01.25 20:38;0;0;de;NO
MollersPaul;no_location;throeng GenuineBY BirgitKelle FraukePetry Dass es das gibt hat niemand abgestritten Aber Sie haben unter Birgit Kelles Post kommentiert in der Absicht abzulenken vom Problem Und das ist nicht nur Und in der Unterhaltung mit Ihnen wurde ua klar dass Sie einseitig die Deutschen verantwortlich machen;09.01.25 12:52;0;1;de;NO
MoosburgTV;Moosburg;Groe Silvesterparty Landshut Fotos Benni Diemer mehr auf Sieh dir diesen InstagramBeitrag von stefanjahnel an;09.01.25 11:01;0;0;de;NO
MoskitoSix27921;no_location;Zahlreiche Brnde durch Familie verliert Zuhause Rund um den Jahreswechsel ist Feuerwehr in zu mehreren Hundert Einstzen ausgerckt Der Schaden durch Brnde geht in die Millionen Feuer Jihad;05.01.25 23:07;0;0;de;NO
Mr__Captcha;Hennigsdorf;BerndFischel Da sie wohl britischen Ursprungs war Arthur Harris did it again;09.01.25 13:16;0;0;de;NO
ms_clueless1;no_location;Das sind doch mal gute Nachrichten wurde verhaftet als er sich vom Acker machen wollte;04.01.25 19:29;0;3;de;NO
mutiarakhrnns;jakarta;Their expertise in driving digital transformation makes them a crucial partner in shaping the future of smart cities and sustainable urban growth;08.01.25 15:35;0;0;en;YES
mykmill;Toronto and NFLD;This is how Germans celebrate Im not even kidding I remember all these fireworks in the street in front of my grandparents home as a kid But watch that video Look at these nutheads running Turn it up Insane Bedlam;09.01.25 04:10;0;1;en;YES
Nadine14037332;no_location;Du suchst spannende Flirts oder den Partner frs Leben Dann bist Du bei Hits genau richtig Hier kannst du mit interessanten Leuten aus deiner Nhe Flirten Quatschen oder Daten Melde dich Schnen amp GUTEN GELINGEN in 2025 gtgt;08.01.25 17:09;0;0;de;NO
NameTakenAussi;no_location;VasiFranco Da können die nichts für;05.01.25 19:10;0;0;de;NO
ndaktuell;Berlin;Der Rohrbruch an der Seestrae lie an in groen Teilen Berlins den Wasserdruck absacken bei Verkehrsteilnehmenden sorgt er nun fr Puls;09.01.25 07:46;2;1;de;NO
nergelian;no_location;Umwelthilfe Wir beginnen zunchst einmal mit einem DUH Verbot oder sorgen erst einmal dafr dass es bei der DUH Personen gibt die bis zur Tapete denken knnen Es gibt auch ein Waffenverbot dennoch gibt es unzhlige Pistolen etc in D brigens hat D auch Grenzen;04.01.25 09:46;0;3;de;NO
Neue_Kosmetik;no_location;Klares Trinkwasser ist der Schlssel zu Gesundheit und Wohlbefinden Ein guter Wasserfilter sorgt dafr dass das Wasser rein bleibt und voller Nhrstoffe steckt genau wie Mutter Natur es wollte Ideal fr die Balance von Krper Geist und Seele;09.01.25 14:55;0;0;de;NO
NeuesAusAlzheim;aus aller Welt;Das fr die Whlerschaft wichtigste Themenfeld zur anstehenden Bundestagswahl Nicht UkraineKrieg nicht 1 mehr oder weniger BIP nicht Arbeitsmarkt sondern und Hier mehr dazu;09.01.25 10:59;0;1;de;NO
NewsTicker360;Mein aktueller Linktipp ;Zur Vermeidung von mglichen politischen wre ein Verbot von wie und durchaus sinnvoll;07.01.25 13:25;0;1;de;NO
niko_mandl;Wildnis;Ich beobachte seit Jahren eine Zunahme der Knallerei an Selbst Naturschutzgebiete Berggipfel und Almen werden gezielt von Feierwtigen augesucht Nicht nur in diesen speziell sensiblen Bereichen sondern berall werden Wildtiere in dieser harten Winterzeit gestrt;08.01.25 13:27;1;5;de;NO
nor_arnold;Berlin;Wer schon mal z B in oder gefeiert hat wei wie frhlich und ausgelassen man auch ohne feiern kann Selbst in ist es nicht so schlimm wie in Deutschland Deshalb;04.01.25 12:43;1;1;de;NO
NordischePost;Germany;Tierische FitnessInspiration Wildtiere aktiv im Januar und Februar;09.01.25 11:46;0;1;de;NO
NordischePost;Germany;Zwei Briefksten durch Feuerwerksraketen beschdigt Polizei sucht Zeugen;09.01.25 11:00;0;0;de;NO
Nordstadtblog;Dortmund;bringt digitale Lsungen fr und Einrichtungen Das Projekt DiPAS st soll Erfahrungsrume der Menschen ausdehnen;09.01.25 11:50;0;0;de;NO
nwnews;Bielefeld;fr 45 Euro Das Geschft das einem Mann aus den Tod brachte luft ber soziale Medien die Ware kann tdlich sein Illegale sorgen bei Sicherheitsbehrden fr Alarmstimmung Und Das Problem wird grer NW;04.01.25 09:18;1;2;de;NO
NZiegeler;Rottenburg;smuep 5 Tote durch alleine an Silvester 2024 Jetzt reichts Bitte die der Gewerkschaft der Polizei unterzeichnen Hier gehts zur Petition;03.01.25 23:07;1;3;de;NO
OberpfalzECHO;NEW-WEN-TIR;Hier haben alle schnell und professionell zusammengearbeitet;09.01.25 14:30;0;1;de;NO
oedpmuenchen;München;sind gefhrlich umweltschdlich und einfach nervig Darum wollen wir das in ausweiten;08.01.25 17:00;1;4;de;NO
Ole1047391;Latvia;Warum sollten Knallkrper verboten werden der Tiere beeintrchtigt;07.01.25 14:31;0;0;de;YES
oloyolo77689;no_location;Wie wre es wenn sich Feuerwerkshersteller bei den Polizeieinsatzkosten beteiligen Selbiges wird von Fuballvereinen gefordert dann sollte es auch fr Pyrotechnikhersteller gelten;03.01.25 11:53;0;0;de;NO
OMonlineDe;Oldenburger Münsterland;Detonation Mann aus wird durch lebensgefhrlich verletzt;03.01.25 12:02;0;0;de;NO
OpenDataBundDe;Köln;Gibt es Daten zur ffentlichen Gesundheit Wo finde ich Infos zu Inzidenzen und Krankenhusern Auf GovData findet ihr aktuell insgesamt 4000 in der Kategorie Schaut doch mal vorbei;09.01.25 11:52;0;0;de;NO
PachT1945;Erfurt-Melchendorf;050125 amp statt das ist geistige via PachT;05.01.25 04:15;0;1;de;NO
PanamaPictures1;no_location;POV Linksautonome beschieen Polizisten am Tag der Rumung in Ltzerath mit Pyrotechnik Foto Christoph Hardt Panama Pictures;08.01.25 22:32;0;0;de;NO
pat4reason;Hamburg;Wenn es die von X nicht gbe wrden Menschen glauben Elektroautos wrden derart explodieren auch ohne darin Welch ein Brendienst des ZDFheute am nur um Zwietracht zu sen Was ein Portal das ZDF doch ist Pfui;03.01.25 16:27;0;0;de;NO
PaulSch72969276;no_location;Transparenz ist also bei der Polizei nicht erwnscht Tatsachen zu verheimlichen aber ja Ali Youssuf Hassan aus der Silvesternacht durchgestochen Berliner Polizei ermittelt intern via welt;09.01.25 02:52;0;2;de;NO
PaulZoeschg;no_location;War da jetzt seit Oktober jeden Morgen nach dem aufstehen drin Kostet viel innere Energie und ab und zu einen Hammer durch das Eis aber es gibt viel zurck echtes Dopamin Fokus Gesundheit;09.01.25 11:25;0;1;de;NO
pbathon12;no_location;Er schoss Feuerwerk in Wohnung Polizei nimmt arabischen Influencer fest Opera News Official;07.01.25 02:06;0;0;de;NO
PerlewitzAndrea;Schleswig-Holstein;Groartig Ich bin wieder so begeistert Auf meiner Seite findest du meine Kontaktdaten fr mehr Infos;09.01.25 09:25;0;0;de;NO
Peter_Ueck;Deutschland;nikschrader Thematisieren Sie lieber warum es diese nur Vornamen sind Halten Sie es zudem fr ein rechtes Vergehen;09.01.25 13:39;0;0;de;NO
peterpatti;Wasserburg am Inn;Arbeitgeber fordern sogar drei unbezahlte Krankheitstage seid ihr noch da;09.01.25 10:11;0;0;de;NO
PeterSchwarz11;Beckingen/ Saar;ist seit anderthalb Wochen vorbei doch der politische Streit zndet erst jetzt so richtig In der Diskussion um ein positioniert sich nun die er greift bei der Gelegenheit den Regierenden Brgermeister Kai 52 an;09.01.25 19:01;0;1;de;NO
PeterSchwarz11;Beckingen/ Saar;Mit vielen Feiernden und groem ist berwiegend friedlich in d Jahr 2025 gestartet Im Hamburger Stadtteil geraten Feuerwehrleute u Feiernde aneinander Die Feuerwehr berichtet von einem Angriff mit Feuerwerkskrpern;05.01.25 16:02;0;0;de;NO
PishnurgPumm;no_location;Schon wieder;08.01.25 18:29;0;1;de;NO
Pixelnase;Frankfurt;Es hatte schon seinen Grund dass auf den Feuerwerkskrpern Verkauf nicht an Minderjhrige draufstand Dieses neue Klientel hat nicht mehr Gehirnzellen als ein 5jhriges Kind;05.01.25 18:43;0;0;de;NO
PolitikDMitte;no_location;Das der Linke nikschrader hier ein vollkommen falschen Schwerpunkt setzt treibt weitere Menschen direkt in die Arme populistischer Parteien Der Datenschutz der hier eventuell sogar gewahrt wurde ist den Menschen hier vollkommen egal;08.01.25 23:08;0;0;de;NO
pommesfritz60;NRW;Natrlich hat wieder nix mit nix zu tun;09.01.25 08:18;0;2;de;NO
pp_gesundheit;no_location;DIOSynVax grndet neues Beratungsgremium um die klinische Entwicklung seiner NextGenImpfstoffe gegen Grippeerkrankungen einschlielich Vogelgrippe voranzutreiben via presseportalch;09.01.25 17:34;0;0;de;NO
prodidgeridoo;Luzern, Schweiz;Schlafposition;09.01.25 08:20;0;1;de;NO
Prostatiti18042;no_location;Leidest du unter Prostatitis Entdecke die berraschende Lsung die dein Leben verndern kann Lass dich nicht lnger einschrnken;08.01.25 19:25;0;0;de;NO
Prostatiti20379;no_location;Leidest du unter Prostatitis Entdecke das berraschende Mittel das dir Linderung bringt berzeuge dich selbst;08.01.25 19:29;0;0;de;NO
Prostatiti30053;no_location;Sagen Sie der Prostatitis den Kampf an Entdecken Sie unser berraschendes Mittel das Ihnen schnelle Linderung verschafft;08.01.25 18:39;0;0;de;NO
Prostatiti56000;no_location;Sag Prostatitis den Kampf an Entdecke unser berraschendes Mittel das wirklich wirkt Schluss mit Beschwerden;08.01.25 18:55;0;0;de;NO
Prostatiti66283;no_location;Entdecke das unerwartete Wundermittel gegen Prostatitis Sag Tschss zu Beschwerden und geniee wieder das Leben;08.01.25 18:56;0;0;de;NO
Prostatiti67117;no_location;Entdecke das berraschende Mittel gegen Prostatitis Erlebe neue Freiheit amp Lebensqualitt Lass dich berraschen;08.01.25 19:27;0;0;de;NO
Prostatiti68669;no_location;Entdecken Sie das berraschende Mittel gegen Prostatitis Natur pur und voller Energie Erleben Sie Linderung auf eine neue Art;08.01.25 19:52;0;0;de;NO
Prostatiti68686;no_location;Sag Tschss zu Prostatitis Entdecke unser berraschendes natrliches Mittel das wirklich wirkt Jetzt mehr erfahren;08.01.25 19:42;0;0;de;NO
Prostatiti89991;no_location;Entdecken Sie das revolutionre Mittel gegen Prostatitis berraschende Wirkstoffe fr Ihre Gesundheit einfach effektiv und natrlich;08.01.25 18:51;0;0;de;NO
publizistikon;MünsterNRW 🇩🇪;Anspruch und Wirklichkeit in In kommt es zu bergriffen auf junge Frauen durch Nordafrikaner wie in war die Neurechte nicht als Bollwerk gegen die unkontrollierte Migration angetreten;08.01.25 20:09;2;14;de;NO
PYRO_STAFF;no_location;Nico Bengalfeuer von Norma;08.01.25 12:53;0;0;de;NO
QPark_DE;no_location;Fliegerbombe in Dresden ab 9 Uhr Entschrfung Bis 900 Uhr mssen alle Personen das Sperrgebiet verlassen Das Sperrgebiet betrifft ua alle drei QPark Objekte Altmarkt Frauenkirche Neumarkt Haus Postplatz Vielen Dank und bleibt sicher;09.01.25 07:49;1;3;de;NO
rdntzd;Stillruhtder See;GdPHauptstadt dpa Tagesspiegel tagesschau ZDF FunkeBerlin WELTAMSONNTAG RTLcom sat1 berlinerzeitung SZ Schade eigentlich dass wir uns immer weiter einschrnken mssen Vieles was vorher kein oder nur ein kleines Problem war geht jetzt pltzlich nicht mehr Jetzt nimmt man den Menschen ihr Schweizer Messer weg das nie fr einen Angriff verwendet worden wre;06.01.25 09:33;0;0;de;NO
realteslahan;no_location;Silvester Warschau vs Berlin;08.01.25 14:14;0;1;de;NO
Redwind_4kj;Liverpool;Future Transformation joins AIM Congress 2025 to inspire progress and empower industries with transformative insights;05.01.25 06:10;0;0;en;YES
ReinerAberJa;Weltoffen;Fokus auf illegale ist nicht zielfhrend Auch legale Bller sorgen jedes Jahr fr tausende panische Tiere schwere Verletzungen starke Luftverschmutzung und tonnenschwere Mllberge Wir brauchen ein generelles Link;03.01.25 12:14;0;3;de;NO
rej0hn;Dortmund;derspiegel regulation wre hilfreicher als ein verbot das gilt fr und gleichermaen;06.01.25 15:59;0;2;de;NO
Rembrandt1405;Rembrandt0514@s🅾cial.ano❌inon;Robby68142735 hier kann eine gegen unterschrieben werden;04.01.25 18:00;7;13;de;NO
Rosenblumen0;Niedersachsen;Studien zeigen dass Cannabis bei der Behandlung von chronischen Schmerzen eine effektive Alternative zu herkmmlichen Schmerzmitteln darstellt Mehr als 60 der Patienten berichten von einer signifikanten Schmerzlinderung;08.01.25 23:46;8;40;de;NO
Ruby22Mm;no_location;Hallo;09.01.25 13:50;2;37;en;NO
RussellsTeaP0T;Schönste Ecke Deutschlands.;Ein bundesweites Bllerverbot findet unser komisch Wann verschwindet dieser Clown endlich von der politischen Bhne;05.01.25 11:07;1;4;de;NO
Sabeth_Pademira;Hamburg;Man frage sich wer aus welchen Grnden diesen kostenintensiven strenden Krach Lrm und Mll braucht will thread;07.01.25 12:19;0;0;de;NO
Sabeth_Pademira;Hamburg;Nein ich sehe darin Silvester bzw Bller Lrm Mll Gestank Betrunkene siehe bei sogen Volksvergngen keinen Spa schon gar keine Freude absolut nichts Wohltuendes Schnes Erfreuliches;07.01.25 12:21;1;0;de;NO
Saltytrees;Mölln;dennochberlin kaiwegner NancyFaeser Bundeskanzler Luft Jetzt gibt es kein Wegducken mehr Schluss mit dem alljhrlichen Silvesterterror;09.01.25 14:18;0;1;de;NO
SandySand5;Deutschland;Dmlicher geht immer;05.01.25 20:49;0;1;de;NO
sarita19sarita;no_location;Sky Kurtz will share how Pure Harvest is driving sustainability in agriculture at AIM Congress 2025;04.01.25 09:25;0;1;en;NO
saschaboettcher;Heidelberg;New Years Fireworks in;07.01.25 16:50;1;2;en;NO
Scalpdate;no_location;Long SYSTEMUPDATE;08.01.25 11:00;0;0;en;NO
schlorian;Zürich;Alles hat auch gute Seiten;06.01.25 09:41;0;1;de;YES
schoeneswetterc;no_location;Schlagzeilen 8 Januar 2025 Grne Trume Sind es jetzt schon 2 Millionen Befrworter fr ein Bllerverbot Das wir unkontrollierbaren Migranten zu verdanken haben Hat das Ganze einen weiteren Hintergrund Hat man Angst vor;08.01.25 08:35;0;2;de;NO
schwabe_willi;no_location;GdPHauptstadt Hey GdP Berlin GdPHauptstadt wenn ihr euch sooo wichtig macht mit Petition Denkt mal drber nach;06.01.25 14:56;0;0;de;NO
Sihooo_DE;no_location;Sihoo Gesundheitsratgeber Richtige Sitzhaltung der Sihoo Brostuhl hlt Sie energiegeladen Lesen amp Nachdenken frdern Ihre geistige Gesundheit Einfache bungen fr Krper und Geist im Einklang;09.01.25 13:36;0;0;de;NO
SingleLebenDe;Deutschland, Germany;faznet Vielleicht sollten wir mal nach der Ursache fragen wurde frher weniger Feuerwerk produziert und verkauft oder sind Feuerwerks Schtzen verantwortungsloser geworden Es sollte in Deutschland jedes Problem mit einem Verbot gelst werden;06.01.25 22:10;0;0;de;NO
SiSeidler;Berchtsgodn;nikschrader und dann muss man sich ja noch vor Augen halten dass es prozentual viel weniger Auslnder als Deutsche bei uns gibt die wiederum aber in der Statistik viel mehr Straftaten begehen Das kann man sich auch nicht mehr schnrechnen Auch keiner der;09.01.25 12:21;0;1;de;NO
sladade;Dresden;In Dresden standen gerade 14 Strassenbahnen zwischen dem Hauptbahnhof und der Lennstrasse im Stau;09.01.25 10:22;2;22;de;NO
sMoony248756;Ansbach;jetteniz httest deinen Tweet nicht lschen mssen Ich fand ihn mehr als Zutreffend Mnner die sich ihre Hnde wegsprengen knnen definitiv sich nicht mehr an Frauen vergreifen Allen toxischen Mnnern wnsche ich das von Herzen;04.01.25 18:29;0;0;de;NO
steffan_nethe;Hamburg;DrKissler Sie sollten in erstmal alle 40 der ohne dt Pass abschieben bevor wir sie fr immer an der Backe haben;09.01.25 07:55;1;27;de;NO
steffi2105;no_location;Ich habe soeben die Petition fr die Kampagne Bundesweites Bllerverbot jetzt unterschrieben Gehe jetzt auf falls du auch die Kampagne untersttzen willst;07.01.25 14:39;0;4;de;NO
SteffiD;Bremen;Passt zu Im TeslaWerk in Grnheide machte der Fabrikleiter im Sommer Hausbesuche bei krankgeschriebenen Mitarbeitern um mgliche Blaumacher zu entlarven SZ;09.01.25 08:26;0;0;de;NO
StopMeat;no_location;Tote Menschen und Tiere ausgebrannte Wohnungen durch Bller an es reicht Bitte unterzeichnet und teilt die Kampagne Bundesweites Bllerverbot jetzt und lasst uns Druck auf die Politik machen;05.01.25 13:57;0;7;de;NO
SunnyShiny4321;no_location;Aluminium in Kinderimpfungen Eltern aufgepasst Aluminium in Kinderimpfungen enthalten rzte scheinen nicht informiert zu sein Steht ein fr unsere Kinder Ganzes Video hier;08.01.25 19:52;0;0;de;NO
Sususakura91;Kassel, Hessen;Mchtest du mehr Freizeit oder einfach nur etwas dazu verdienen;08.01.25 18:48;0;0;de;NO
SWPde_bot;Ulm;bei Weienhorn Pferd geht nach durch und schleift 85Jhrigen mit;04.01.25 17:50;0;1;de;NO
T18Luis;no_location;At AIM Congress 2025 learn how realtime finance is transforming industries and unlocking new possibilities;05.01.25 11:28;0;0;en;NO
TARIX896309;no_location;Ja klar und bei Sylt sind alle Namen verffentlicht worden ihr wollt uns doch echt Verarschen;09.01.25 11:00;0;0;de;NO
TeenaAusM;no_location;Umweltbewusstsein als Strke Wusstet ihr dass faire Produktion nicht nur die Natur schtzt sondern auch die Gesundheit unserer Kinder Lasst uns die Verantwortung fr unsere Zukunft bernehmen;09.01.25 15:51;0;1;de;NO
thetruthonex;no_location;BettinaJarasch Wer zuknftig sicher feiern mchte und gesund ins neue Jahr starten mchte Sollte aus Sicherheitsgrnden die whlen Nicht die sind das Problem was das Problem ist muss jeder gesunde Mensch mit gesunden Verstand selbst erkennen Die AfD ist;06.01.25 21:54;0;2;de;NO
thomas_9778;no_location;SilvesterAusschreitungen Migrantische Mnner Mchten Menschen zu Opfern machen jetzt herunterladen;08.01.25 22:17;0;0;de;NO
thomas_hocke;Berlin;Nach der Der irgendwie komische Herr Kommentar;08.01.25 19:18;0;0;de;NO
tk38548;Deutschland;Meinet wegen verbietet ihr Fahr ich hal nchstes Jahr ins Ausland znde da Feuerwerk und poste berall wie wunderschn doch das Ausland im Vergleich zu kack Deutschland ist;06.01.25 12:03;0;0;de;NO
tobiasteich_by;no_location;Nennt die Vornamen;09.01.25 12:19;0;0;de;NO
TomSchnee2;In der Nähe von Essen.;Er gehrt zu den Einsatzkrften und redet Klartext auch in Richtung politischer Entscheidungstrger An sind Einsatzkrfte von und Hilfsorganisationen massiv mit angegriffen worden;07.01.25 16:43;0;0;de;NO
tonald_dru14202;Franken;07user Nicht die sind das Problem So lange das nicht eingesehen wird finden diese Bestien immer wieder irgendwas um es den um die Ohren zu schlagen Wie naif seit ihr eigentlich Ist es euch lieber wenn dann nur noch durch die Nacht fliegen Es ist;04.01.25 13:13;0;0;de;NO
toottenhagn;Schweiz;Da wird gegen die Falschen ermittelt Ermittelt lieber gegen jene die Wahrheit unterdrcken wollen Wahrheit ist Demokratie Zensur und Propaganda Diktatur;08.01.25 22:27;0;0;de;YES
Transkanzler;Silicon Valley;Alle Jahre wieder Komisch;05.01.25 10:20;1;1;de;YES
trendingsurf;no_location;01062025 Whats the Hottest movie in Germany of News amp Politics Berlin360 Check out the REAL YouTube trends here;06.01.25 10:30;0;0;en;NO
true_cyprian;no_location;Permanente Verbote bringen keine Lsungen;07.01.25 21:56;0;0;de;NO
tsb426yvff;Hessen;Vermutlich haben Frau Faeser und Herr Scholz den Bezug zum echten Leben verloren spdde;07.01.25 10:27;0;0;de;NO
tvberlin;Berlin;Brandenburger Innenministerin Lange bezeichnet als Scheinlsung gegen Dobrindt durch Nachrichten auf tvberlun uter;07.01.25 18:00;0;0;de;NO
ua_nachrichten;Kiew, Ukraine;Klitschko besuchte das Titanium Rehabilitationszentrum und trainierte verwundete Soldaten;09.01.25 15:06;0;0;de;NO
UlrichManns;no_location;Ich bin fr ein Verbot Dann kann da auch nichts mehr passieren;06.01.25 14:34;0;1;de;NO
unkrautladen; Burger Strasse1 03096 Werben;Unkrauttrunk zu Gast beim Kruterklatsch im Spreewald;09.01.25 12:36;0;1;de;NO
UweJelting;Ostfriesland;Es wird immer absurder Bllerfhrerschein;09.01.25 07:48;0;1;de;NO
VeronikaWedya;Sidoarjo, Jawa Timur;Discover how realtime financial strategies are transforming business landscapes and creating limitless opportunities XRP;05.01.25 11:23;0;0;en;NO
